	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16
MIR5787	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR579	2	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0
MIR580	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR582	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR584	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
MIR585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR588	1	0	0	2	0	0	0	0	2	0	0	2	0	4	3	1
MIR589	11	7	2	4	7	2	10	3	12	8	11	2	6	12	20	3
MIR590	24	18	18	8	18	13	27	27	4	3	4	4	2	3	3	3
MIR591	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR593	0	0	1	1	0	0	3	1	1	0	0	0	0	0	0	0
MIR595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR597	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR598	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR599	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR600	3	4	0	3	8	5	11	12	4	1	4	2	5	9	9	4
MIR600HG	273	207	155	220	241	222	419	325	142	153	162	89	170	259	307	130
MIR601	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0
MIR602	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
MIR603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR606	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR6068	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1
MIR6069	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MIR607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6071	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6073	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6075	2	1	1	1	1	1	3	1	2	3	3	1	4	6	6	3
MIR6076	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
MIR6077	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MIR6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6079	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6080	14	13	4	13	15	7	18	16	8	24	24	7	9	18	10	9
MIR6081	1	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0
MIR6082	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6084	52	23	14	24	11	4	78	27	14	18	17	3	3	11	15	6
MIR6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6087	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6090	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR610	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR611	257	248	136	207	217	164	379	326	278	334	280	172	212	361	432	168
MIR612	27	33	15	15	12	5	12	10	228	207	197	141	114	174	227	108
MIR6124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6125	49	42	15	50	55	41	75	60	19	35	26	14	13	26	24	17
MIR6126	70	54	38	62	47	50	112	79	18	14	17	14	17	30	29	24
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6129	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
MIR613	0	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6131	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
MIR6132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MIR6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR614	137	111	79	99	24	22	52	40	20	21	24	13	13	14	23	11
MIR615	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR616	1	0	1	1	3	4	3	0	1	0	1	4	0	1	1	0
MIR6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR621	118	97	75	131	134	97	226	150	97	107	94	45	96	158	169	76
MIR622	1	2	1	2	2	3	5	1	1	2	2	1	1	1	1	0
MIR623	2	3	4	1	1	1	1	1	0	1	0	0	0	1	1	0
MIR624	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR627	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR628	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0
MIR629	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR630	2	2	3	1	2	2	2	4	2	5	5	1	11	1	4	1
MIR631	12	11	6	10	6	3	13	7	14	18	13	10	6	18	13	12
MIR632	242	242	150	228	182	146	341	250	95	113	97	60	55	104	114	45
MIR633	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
MIR634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR635	3	4	2	1	3	0	3	7	2	2	1	7	0	5	3	3
MIR636	797	432	223	433	416	239	1127	450	182	175	168	56	48	145	206	70
MIR637	9	2	5	7	2	3	5	9	0	1	2	0	1	0	0	0
MIR638	3	1	4	3	4	4	3	0	1	4	1	2	0	6	1	0
MIR639	115	95	62	121	148	104	221	175	118	148	121	50	94	191	230	80
MIR640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR641	13	6	8	7	8	6	14	10	11	10	14	9	10	15	19	8
MIR642A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR642B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR644A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR645	0	1	0	0	0	2	0	0	1	1	0	1	2	0	1	1
MIR646	0	0	1	2	1	0	1	0	0	2	0	0	1	0	1	0
MIR646HG	68	51	55	74	70	48	127	81	16	27	28	9	27	53	50	24
MIR647	27	11	9	22	14	12	20	23	9	8	6	2	2	8	6	8
MIR648	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6499	8	9	7	6	15	12	16	12	0	0	1	2	0	1	2	1
MIR650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6501	346	266	197	309	252	190	480	288	96	152	125	88	63	123	163	70
MIR6502	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR6503	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MIR6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6505	7	6	0	1	6	2	5	7	2	5	3	0	3	3	8	1
MIR6506	40	34	18	43	32	19	40	17	18	27	22	13	10	18	26	9
MIR6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6508	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6509	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6510	87	90	49	66	250	240	370	278	71	54	83	54	171	298	351	118
MIR6511A1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6511A2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6511A3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6511A4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6511B1	37	34	24	28	37	28	52	40	20	23	35	14	19	25	37	22
MIR6511B2	5	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1
MIR6512	3	1	0	0	0	0	1	0	8	8	5	4	2	5	6	2
MIR6513	57	67	40	67	43	29	74	55	43	66	65	30	15	59	71	22
MIR6514	2	1	1	0	0	0	0	1	5	3	3	3	0	1	2	1
MIR6515	13	23	13	34	21	21	51	35	25	12	27	13	17	32	30	23
MIR6516	16	14	6	12	22	12	33	20	0	3	1	0	1	2	4	1
MIR652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR657	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0
MIR658	16	5	3	7	6	3	30	6	2	3	1	2	1	2	4	0
MIR659	2	2	0	3	2	2	1	2	3	3	2	1	3	7	2	2
MIR660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR661	1	0	0	0	0	1	0	2	3	4	3	1	0	8	6	3
MIR662	2	0	1	2	0	0	1	1	7	5	4	4	0	8	7	1
MIR663A	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
MIR663AHG	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
MIR663B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR664A	2	1	0	0	0	1	1	2	0	1	0	1	1	0	0	1
MIR664B	2	2	2	3	3	4	3	3	1	2	4	1	2	2	0	0
MIR665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR670HG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
MIR671	89	95	55	91	66	51	103	89	46	42	44	24	27	52	47	30
MIR6715A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6716	21	12	10	24	13	10	29	27	3	11	7	2	3	7	5	2
MIR6717	7	4	5	3	6	3	8	9	2	5	3	1	4	4	7	1
MIR6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6719	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6720	45	32	23	45	35	24	59	39	6	11	5	9	2	11	9	6
MIR6721	137	96	75	114	106	93	174	114	118	131	118	67	63	113	148	44
MIR6722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6723	11	8	4	7	4	7	17	9	5	20	7	6	5	18	13	9
MIR6724-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR6724-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR6724-3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR6724-4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR6726	2	0	1	1	1	1	0	1	2	2	0	0	0	2	1	0
MIR6727	17	20	12	15	13	13	24	19	6	9	4	2	3	3	10	5
MIR6728	185	178	107	164	151	130	246	220	185	192	179	89	103	194	247	86
MIR6729	1	1	1	2	2	2	3	4	0	0	0	0	0	0	0	2
MIR6730	25	20	6	12	13	14	16	18	4	3	2	1	1	3	8	1
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6732	16	22	6	14	16	15	26	15	9	7	5	10	3	5	9	2
MIR6733	37	25	18	29	10	25	43	26	23	24	19	10	14	27	24	14
MIR6734	5	6	4	2	3	1	4	3	0	0	1	1	2	0	0	2
MIR6735	5	0	1	3	1	0	0	2	0	0	0	1	1	1	0	1
MIR6736	4	1	5	3	4	2	6	9	1	0	0	1	1	2	5	1
MIR6737	9	5	4	10	5	5	11	7	9	2	7	5	1	8	9	2
MIR6738	7	7	11	7	4	3	7	5	4	2	2	1	0	1	0	0
MIR6739	21	14	16	21	15	16	17	15	4	6	2	1	1	4	5	4
MIR6740	10	9	8	11	8	7	6	11	7	6	9	8	8	11	13	9
MIR6741	7	23	21	25	22	19	34	21	11	19	10	6	5	12	23	5
MIR6742	12	7	10	5	3	4	11	9	0	1	2	0	0	1	1	1
MIR6743	7	5	9	13	5	2	13	8	4	2	3	2	2	4	2	0
MIR6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6745	2	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0
MIR6746	7	7	3	5	3	1	4	0	5	2	4	2	0	4	1	3
MIR6747	40	29	25	30	27	22	58	46	49	30	28	14	24	39	48	19
MIR6748	16	7	6	14	18	12	24	27	7	18	15	11	6	25	17	8
MIR6749	3	0	1	2	1	1	2	3	0	0	0	0	0	0	1	2
MIR675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6750	1	3	1	3	1	1	2	0	1	1	0	0	0	0	1	0
MIR6751	3	1	7	5	3	4	4	4	0	1	0	0	2	0	1	0
MIR6752	6	11	8	7	9	9	11	14	5	4	4	4	2	6	7	5
MIR6753	1	6	5	3	3	0	9	8	2	1	1	2	0	1	2	0
MIR6754	1	1	0	2	0	1	2	1	1	1	0	0	0	0	1	0
MIR6755	2	1	0	0	0	1	4	0	2	0	1	2	4	0	0	1
MIR6756	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6757	1	2	2	1	0	1	2	2	0	1	0	2	0	0	1	0
MIR6758	13	11	4	16	11	10	15	13	16	18	12	11	7	9	9	3
MIR6759	26	19	13	25	24	13	36	22	21	13	16	10	8	15	16	15
MIR676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6760	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6762	5	9	3	5	2	3	9	6	5	6	5	1	2	1	3	1
MIR6763	1	3	5	1	0	0	5	2	0	0	2	0	2	1	1	0
MIR6764	13	9	7	25	10	10	22	17	4	3	8	1	5	4	5	7
MIR6765	6	5	8	2	6	5	9	8	2	1	4	1	1	1	0	0
MIR6766	4	7	6	5	2	3	12	5	2	6	6	2	5	3	4	2
MIR6767	1	2	1	2	3	2	2	3	1	2	0	0	0	0	1	0
MIR6768	2	0	0	1	1	1	2	1	0	0	1	0	0	2	0	0
MIR6769A	1	1	1	1	1	0	4	2	0	1	1	0	1	0	0	0
MIR6769B	3	4	0	2	4	1	7	2	4	0	2	2	1	1	2	0
MIR6770-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6771	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR6772	7	3	1	5	3	1	5	4	1	3	0	0	0	1	0	1
MIR6773	12	12	6	17	18	4	22	20	2	1	2	0	2	3	3	2
MIR6774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6775	84	48	49	86	89	85	175	131	29	54	29	12	23	56	70	25
MIR6776	2	3	5	0	6	6	6	4	9	6	5	1	3	4	4	1
MIR6777	24	13	11	12	30	17	38	29	1	1	0	0	0	2	1	0
MIR6778	3	1	2	8	7	0	7	9	7	5	5	2	2	7	7	2
MIR6779	10	15	4	12	14	1	11	14	4	6	1	0	3	6	7	5
MIR6780A	4	2	1	0	0	0	1	0	2	0	2	0	1	0	1	0
MIR6780B	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
MIR6781	14	13	3	7	9	6	14	8	10	18	5	9	4	9	19	4
MIR6782	1	0	0	1	2	0	2	1	0	0	0	0	1	0	0	0
MIR6783	12	3	4	8	9	11	20	8	1	1	1	2	0	2	1	2
MIR6784	16	13	10	13	22	8	24	16	4	7	14	7	8	15	13	7
MIR6785	7	1	2	4	7	3	8	6	1	5	1	0	3	5	3	1
MIR6786	4	3	2	5	3	2	6	6	3	3	4	3	1	4	5	2
MIR6787	46	29	26	35	42	36	81	46	16	13	24	4	19	15	29	9
MIR6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6789	181	137	112	155	182	121	309	239	125	159	144	90	86	162	223	69
MIR6790	2	7	1	8	4	1	5	4	3	4	4	1	0	3	5	6
MIR6791	9	6	5	6	3	5	5	10	11	9	13	4	5	12	11	10
MIR6792	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
MIR6793	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
MIR6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6795	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6796	0	1	0	1	1	0	1	0	2	2	2	1	1	1	4	2
MIR6797	219	206	127	207	180	172	314	198	289	320	320	180	167	370	374	178
MIR6798	11	10	7	8	7	10	16	19	6	6	6	1	7	12	14	2
MIR6799	9	2	2	2	5	2	5	4	3	5	3	1	3	5	6	2
MIR6800	51	32	25	34	38	27	60	43	40	48	35	22	16	37	58	19
MIR6801	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
MIR6802	7	9	4	6	8	8	11	11	9	8	3	0	1	4	7	2
MIR6803	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6804	5	8	3	12	4	7	5	5	4	4	5	2	0	3	5	2
MIR6805	85	79	46	85	77	56	97	103	88	122	79	50	43	68	118	28
MIR6806	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0
MIR6807	94	87	61	93	70	62	147	107	47	70	56	33	37	66	70	35
MIR6808	3	8	4	5	6	1	11	5	0	0	2	1	0	1	1	1
MIR6809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6810	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6811	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0
MIR6812	2	3	2	3	3	1	8	2	2	0	0	0	1	0	0	0
MIR6813	5	1	4	4	3	1	3	4	0	0	0	0	0	0	0	0
MIR6814	4	2	3	1	3	3	5	2	0	0	1	0	0	0	2	0
MIR6815	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
MIR6816	5	4	4	11	5	7	7	7	3	6	1	0	0	4	3	3
MIR6817	1	2	3	3	3	1	3	7	3	3	4	0	2	3	7	0
MIR6818	2	1	2	0	1	2	1	1	1	0	1	0	0	0	1	0
MIR6819	5	6	5	8	1	5	6	4	4	6	6	4	0	7	3	3
MIR6820	6	5	5	4	5	7	10	7	1	4	4	4	2	4	6	2
MIR6821	37	26	9	31	34	31	47	38	1	0	1	0	1	1	0	2
MIR6822	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR6823	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6824	39	30	20	28	32	18	41	26	8	9	14	7	4	5	10	4
MIR6825	4	6	3	1	3	6	6	2	0	1	1	0	1	2	0	0
MIR6826	2	5	2	4	6	2	5	7	1	2	5	2	0	7	1	1
MIR6827	0	1	0	0	1	1	3	0	0	0	0	0	1	0	0	0
MIR6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6829	2	5	4	3	3	3	7	2	0	4	2	0	2	2	4	0
MIR6830	1	3	1	0	1	2	3	3	2	1	2	0	0	6	6	1
MIR6831	1	1	0	1	2	1	6	0	1	4	2	2	1	1	1	1
MIR6832	3	4	3	1	1	2	6	3	6	7	10	2	2	3	3	0
MIR6833	0	2	1	3	1	0	4	2	1	2	3	1	0	3	2	0
MIR6834	72	51	36	53	71	47	111	84	46	61	50	33	46	75	95	39
MIR6835	47	28	11	30	29	18	49	35	23	28	12	12	7	18	26	3
MIR6836	1	2	0	2	1	1	3	1	0	1	1	0	0	0	2	0
MIR6837	4	0	0	4	1	3	8	3	1	2	1	0	1	1	1	2
MIR6838	25	40	16	33	25	11	20	18	3	6	6	6	2	7	6	2
MIR6839	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1
MIR6840	25	21	12	23	19	16	25	19	6	10	9	5	2	9	9	6
MIR6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6842	0	1	1	1	0	0	3	0	0	0	3	1	0	2	2	0
MIR6843	0	0	0	2	2	0	3	0	0	0	0	0	0	0	1	0
MIR6844	7	9	4	14	6	3	12	4	3	5	7	2	3	7	7	8
MIR6845	4	3	1	6	6	4	4	5	1	1	0	0	0	2	2	1
MIR6846	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0
MIR6847	18	15	14	21	12	15	23	31	4	6	6	1	4	6	9	4
MIR6848	102	64	48	74	66	48	110	71	108	118	94	58	73	100	135	70
MIR6849	2	2	2	4	1	2	8	4	2	2	0	0	0	1	2	1
MIR6850	231	275	151	198	169	143	272	207	254	328	270	156	98	228	278	112
MIR6851	2	3	2	3	1	4	3	3	0	0	0	0	0	0	0	1
MIR6852	237	188	129	198	203	137	355	285	144	187	140	88	93	205	187	106
MIR6853	0	0	1	2	4	1	2	1	3	3	1	1	2	3	2	0
MIR6854	7	0	2	3	1	1	8	1	1	1	7	0	0	4	2	2
MIR6855	0	0	3	2	3	0	2	2	1	0	1	0	0	0	1	1
MIR6856	7	5	2	1	8	5	6	3	5	4	7	1	3	5	6	5
MIR6857	6	5	1	6	4	1	8	2	1	3	2	0	1	1	2	1
MIR6858	0	0	1	1	4	2	3	1	0	0	0	0	1	1	0	0
MIR6859-1	16	13	6	10	14	13	20	16	9	6	2	6	3	10	4	4
MIR6859-2	16	13	6	10	14	13	20	16	9	6	2	6	3	10	4	4
MIR6859-3	16	13	6	10	14	13	20	16	9	6	2	6	3	10	4	4
MIR6859-4	16	13	6	10	14	13	20	16	9	6	2	6	3	10	4	4
MIR6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6861	13	9	9	15	9	9	19	21	5	8	9	12	4	10	5	0
MIR6862-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6862-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6864	2	1	0	0	3	1	3	2	1	1	0	0	0	1	4	0
MIR6865	2	1	0	3	0	4	6	2	2	1	1	0	0	0	3	0
MIR6866	5	3	0	3	2	4	9	8	1	2	2	0	0	2	1	0
MIR6867	3	2	0	1	1	0	2	1	0	1	0	0	0	0	0	0
MIR6868	2	1	0	0	0	2	4	0	3	2	1	3	2	0	3	2
MIR6869	80	62	44	56	81	51	128	88	78	77	83	53	40	115	114	46
MIR6870	2	2	2	4	1	1	3	2	0	1	1	1	0	0	1	0
MIR6871	4	4	2	2	5	2	3	5	0	2	4	1	1	1	3	2
MIR6872	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0
MIR6873	4	0	3	1	1	3	4	2	0	0	0	0	0	0	0	0
MIR6874	2	0	0	0	1	0	1	1	3	0	1	1	0	0	1	0
MIR6875	13	12	8	18	12	7	36	24	10	4	5	3	3	7	2	4
MIR6876	0	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0
MIR6877	2	4	1	2	4	2	10	6	0	4	2	2	2	0	4	3
MIR6878	5	9	4	5	9	3	11	2	2	2	1	2	3	7	4	2
MIR6879	8	7	4	5	5	4	10	6	4	11	2	2	3	7	17	4
MIR6880	1	0	1	2	1	0	3	0	1	0	0	0	0	0	2	0
MIR6881	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6882	1	1	0	4	1	0	1	0	1	0	0	0	0	0	1	1
MIR6883	9	4	2	3	6	2	7	6	2	0	0	0	0	0	0	0
MIR6884	10	12	10	9	6	3	14	6	4	0	3	1	2	0	1	2
MIR6885	3	3	2	4	3	3	4	5	1	3	2	0	1	4	1	1
MIR6886	7	8	2	5	1	2	8	5	2	2	0	1	0	0	1	2
MIR6887	23	26	7	32	31	22	69	38	23	39	24	25	35	57	83	26
MIR6888	1	0	1	1	1	0	2	2	0	0	0	0	0	0	0	1
MIR6889	6	12	5	10	14	7	18	11	2	4	2	1	3	5	7	2
MIR6890	20	14	7	18	17	17	26	22	13	18	9	5	3	11	15	9
MIR6891	23	14	10	23	38	26	34	35	21	24	14	10	22	47	39	35
MIR6892	21	15	14	16	8	9	19	10	5	9	4	2	5	9	9	5
MIR6893	3	5	1	9	8	0	4	2	0	0	1	1	0	4	2	2
MIR6894	14	13	5	16	15	10	21	16	1	1	2	3	1	4	1	0
MIR6895	1	1	0	1	3	1	3	2	0	0	1	0	0	0	0	0
MIR7-1	22	23	11	15	13	17	28	18	0	0	0	0	0	0	1	0
MIR7-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7-3HG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MIR708	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
MIR7106	5	11	6	10	10	2	15	8	2	0	2	0	1	2	4	2
MIR7107	9	10	8	9	5	4	16	13	4	5	0	2	0	4	4	5
MIR7108	13	11	7	14	9	2	14	6	3	4	3	1	4	0	3	5
MIR7109	48	47	30	50	48	32	84	43	17	19	17	17	24	37	32	11
MIR711	47	37	23	34	30	31	76	39	48	62	39	32	36	56	60	34
MIR7110	10	6	9	8	12	4	13	12	2	3	2	3	1	4	3	0
MIR7111	284	224	147	238	180	160	335	262	275	292	259	215	145	249	334	131
MIR7112	12	11	5	6	9	8	15	10	10	11	8	4	4	13	17	7
MIR7113	24	20	20	16	24	26	36	29	3	0	4	2	1	2	0	4
MIR7114	2	0	1	0	2	0	3	0	0	0	0	0	0	0	1	0
MIR7150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7152	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
MIR7153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
